"variable","mean","median","sd","min","q1","q3","max"
"asa",0.497688648232344,0.503337102487549,0.102200382093329,0.117500753041212,0.443682336384015,0.563983324303256,0.731805693812979
"ddgent",0.405633086751766,0.416184128808838,0.0872142551160368,0.0994660528315057,0.36036572810759,0.459099926470515,0.635089038783379
"hbe_mean",0.316395922142544,0.314405668973469,0.111234106056151,0.035108094254974,0.242689130607059,0.389950689307406,0.645431706853275
"hpshh",0.203002164303559,0.204752767717243,0.0774684062647724,-0.0593978912004314,0.157871933233471,0.255363367207295,0.381293199876128
"resvol",-0.0522776031426028,-0.0513381155811345,0.0878430817834355,-0.343894132303207,-0.099111901370079,0.0011324209492474,0.181910345822267
"rsa",0.517633715617612,0.523267069244091,0.103994640692001,0.128590732878787,0.461264899773008,0.590010900774263,0.75066870188867
"seqent",0.297581775406879,0.314331315014994,0.132825682087134,-0.0825175155031465,0.220604858389045,0.393669263057472,0.598876638558951
"sizeAA",0.00313530241604,0.00970330687754318,0.0965717320672976,-0.303122652624968,-0.0604725797205444,0.0595941545458054,0.275856581211585
"sizeSC",0.00313530241604,0.00970330687754318,0.0965717320672976,-0.303122652624968,-0.0604725797205444,0.0595941545458054,0.275856581211585
"VAAarea",0.514137358480798,0.522950426114071,0.105308921372421,0.14374387342299,0.456172890743478,0.583833286305475,0.76867481138829
"VAAeccentricity",0.47740101516847,0.487771119063867,0.10185314762268,0.109381533786728,0.430186499233723,0.53623215244062,0.705467947103693
"VAAedge_length_total",0.46788482938906,0.475507938171169,0.0962148510119292,0.126145705374957,0.420043357897135,0.528505437667108,0.692779650139298
"VAAfree_volume",0.498358681809033,0.510125868427228,0.10129547689725,0.11434126221552,0.438913990906671,0.562039750711062,0.75130867194424
"VAAmodified_volume",0.497569018422557,0.50737362636444,0.102740529502328,0.137260163078699,0.447884834031149,0.566526101990727,0.751718826361782
"VAAnfaces",-0.0953530754696789,-0.0911875009634661,0.0638887012479537,-0.287974459194577,-0.135617745873339,-0.0586633018511482,0.09973181782716
"VAAvolume",0.497494243258328,0.507914018597811,0.102277630351933,0.138826105862165,0.446986138928718,0.565534990885743,0.752707010137503
"VCAarea",0.514805610432663,0.526112761692497,0.107562110128818,0.134741570150244,0.462732170446629,0.587296904083007,0.750022373423795
"VCAeccentricity",0.465776685908694,0.481040765797396,0.100267995568346,0.126542924256181,0.405055909611336,0.526657376364205,0.687202947279648
"VCAedge_length_total",0.473763916303386,0.482602825906733,0.0990515168873287,0.122921597993862,0.417270745511295,0.539217740019879,0.693276427175589
"VCAfree_volume",0.49295552397748,0.506618652441128,0.102886949302286,0.120376687142598,0.437161309642725,0.55746080085475,0.707386009633163
"VCAmodified_volume",0.500253632173518,0.513713822553543,0.105814632188161,0.129765896788513,0.440701506719862,0.574888197088122,0.735352946280912
"VCAnfaces",-0.126537127488331,-0.124067296358787,0.0613165547616643,-0.31601641684904,-0.164558764578998,-0.0879595048679373,0.0248502149726014
"VCAvolume",0.500627057311463,0.513761205897069,0.105527104132532,0.131298332733117,0.444794391990589,0.574101511363427,0.738031631569797
"VSCarea",0.507344346452947,0.523626981617408,0.104597470527132,0.133696344189284,0.452389767294117,0.57720028597689,0.769473119411961
"VSCeccentricity",0.476789985290141,0.490153548348203,0.0986975183293378,0.135605163171133,0.427495275071879,0.539932298894937,0.701129625242183
"VSCedge_length_total",0.451272648558901,0.45834559642981,0.0936357708709693,0.112157202779058,0.40395594927121,0.513824457988915,0.681357454745282
"VSCfree_volume",0.488592557074858,0.499021913872574,0.0987370618668932,0.106532560220452,0.433268389115586,0.555961319248385,0.733307235965519
"VSCmodified_volume",0.496929527497673,0.512410614149698,0.103418794833658,0.127180630590925,0.442396918563437,0.56432203900928,0.753940165500968
"VSCnfaces",-0.100768477153462,-0.100222274955853,0.0555349486655187,-0.260042143277177,-0.134282549691909,-0.0728644240330141,0.0601158200301455
"VSCvolume",0.496995445624294,0.513001119246428,0.103027852152138,0.127145180133489,0.441327575736194,0.563679504363784,0.753358950653273
"wcnAA",-0.642574579044335,-0.664528096139305,0.133069121406414,-0.88474246717877,-0.736532705415504,-0.572762812080444,-0.218847436988755
"wcnC",-0.655090899259244,-0.681033148515311,0.134132358811829,-0.908683747169371,-0.749451090468786,-0.572783108697701,-0.229157166676371
"wcnCA",-0.657472820754118,-0.682447701132442,0.136040724392314,-0.908091624555919,-0.751600464917551,-0.590510677123462,-0.226751570714452
"wcnCB",-0.632480465196492,-0.65350623467577,0.132234434256912,-0.887406219006921,-0.724564582817057,-0.559774269908528,-0.212080081862934
"wcnN",-0.634098883696697,-0.660914747238887,0.13913247541649,-0.905455749508209,-0.734641668606224,-0.559488033270834,-0.192359053087966
"wcnO",-0.62600393105708,-0.65567353795698,0.129867987300897,-0.886759378716252,-0.720138840176694,-0.535600650997108,-0.244886310292383
"wcnSC",-0.610763342231443,-0.63291410707449,0.128100277589521,-0.859770108871137,-0.699533434588407,-0.547228462593739,-0.200836953794538
